variable;value;type;definition;source;comments
ccap_kid4p_min;1013;float;;; ok
ccap_kid4p_max;2547;float;;; ok
chcare_young;10400;float;;http://www.finances.gouv.qc.ca/documents/Autres/fr/AUTFR_RegimeImpot2021.pdf; ok
chcare_old;5235;float;;http://www.finances.gouv.qc.ca/documents/Autres/fr/AUTFR_RegimeImpot2021.pdf; ok
pdip_gis_rate_exempt;0.94;float;;;
pdip_gis_max_high;11182.11;float;gis_full_high + gis_bonus_high;;
pdip_gis_max_low;6732.27;float;gis_full_low + gis_bonus_low;;
pdip_couple;27460;float;;;
pdip_single;16940;float;;;
pdip_couple_kid1;3575;float;;;
pdip_single_kid1;10520;float;;;
pdip_couple_kid2p;6875;float;;;
pdip_single_kid2p;14095;float;;;
pdip_cutoff;648;float;;Montant de cotisation annuelle maximale case 87;
solidarity_tvq_base;301;float;;;http://www.cqff.com/liens/solidarite.pdf ok
solidarity_housing_kid;125;float;;; ok
solidarity_tvq_couple;301;float;;https://cffp.recherche.usherbrooke.ca/outils-ressources/guide-mesures-fiscales/; ok
solidarity_housing_not_alone;708;float;;https://cffp.recherche.usherbrooke.ca/outils-ressources/guide-mesures-fiscales/; ok
solidarity_tvq_single;143;float;;https://cffp.recherche.usherbrooke.ca/outils-ressources/guide-mesures-fiscales/; ok
solidarity_housing_alone;584;float;;https://cffp.recherche.usherbrooke.ca/outils-ressources/guide-mesures-fiscales/; ok
solidarity_cutoff;35845;float;;; ok
solidarity_rate_total;0.06;float;;https://cffp.recherche.usherbrooke.ca/outils-ressources/guide-mesures-fiscales/; ok
solidarity_rate_tvq;0.03;float;;; ok
witb_rate_couple_dep;0.25;float;;; ok
witb_rate;0.112;float;;inferred from other values; ok
witb_cut_inc_low_couple;3600;float;;; ok
witb_cut_inc_high_couple;17006;float;;; ok
witb_rate_single_dep;0.30;float;;; ok
witb_cut_inc_low_single;2400;float;;; ok
witb_cut_inc_high_single;10982;float;;; ok
witb_claw_rate;0.10;float;;; ok
home_supp_min_age;70;int;;; ok
home_supp_max_dep;25500;float;;; ok
home_supp_max_non_dep;19500;float;;; ok
home_supp_claw_rate;0.03;float;;; ok
home_supp_cutoff;60135;float;indexation de 1.26% pour passer de 2020 a 2021;; ok
home_supp_rate;0.35;float;;; ok
senior_assist_min_age;70;int;;; ok
senior_assist_amount;400;float;;http://www.finances.gouv.qc.ca/documents/Autres/fr/AUTFR_RegimeImpot2021.pdf; ok
senior_assist_claw_rate;0.05;float;;; ok
senior_assist_cutoff_couple;38340;float;;; ok
senior_assist_cutoff_single;23575;float;;; ok
med_exp_rate;0.25;float;TP-1.D;; ok
med_exp_claw_rate;0.05;float;;; ok
med_exp_claw_cutoff;24000;float;;; ok
med_exp_max;1241;float;;; ok
med_exp_min_work_inc;3175;float;;; ok
med_exp_max_fam_inc;48220;float;;;
exp_work_min_age;60;int;;; assumed constant ok
exp_work_claw_rate;0.05;float;;; assumed constant ok
exp_work_cut_inc;35650;float;https://www.revenuquebec.ca/fr/entreprises/retenues-et-cotisations/trousse-employeur/principaux-changements-pour-2020/;http://www.finances.gouv.qc.ca/documents/Autres/fr/AUTFR_RegimeImpot2021.pdf; ok
exp_work_rate;0.15;float;;; assumed constant ok
exp_work_min_inc;5000;float;;; assumed constant ok
exp_work_max_work_inc_60;10000;float;;; assumed constant ok
exp_work_max_work_inc_61;10000;float;;; assumed constant ok
exp_work_max_work_inc_62;10000;float;;; assumed constant ok
exp_work_max_work_inc_63;10000;float;;; assumed constant ok
exp_work_max_work_inc_64;10000;float;;; assumed constant ok
exp_work_max_work_inc_65;11000;float;;; assumed constant ok
exp_work_age_born_bef51;70;int;;; ok
exp_work_min_amount_born_51;600;float;;; ok
supp_furnitures;105;int;;;
cost_of_living_not_alone;400;int;;;
cost_of_living_alone;275;int;;;
cost_of_living_punctual;500;int;;;
cost_of_living_claw_rate;0.1;float;;;
cost_of_living_cutoff;100000;int;;;
tax_shield_rate;0.75;float;;;
tax_shield_max_couple;600;int;;;
tax_shield_max_single;300;int;;;
tax_shield_max_inc_variation;4000;int;;;
